# Nodos
# label,Lat,Lon
torreTigo,14.573993513848198, -90.48159396635145
guatemala,14.6123, -90.5353
zona10,14.6186, -90.5249
zona12,14.5839, -90.4973
mixco,14.6228, -90.557
zona11,14.6365, -90.5111
sanLucas,14.6548, -90.5923
ciudadVieja,14.5648, -90.7392
antigua,14.5656, -90.7336
campusUMGAntigua,14.576024368980857, -90.73642566933039
villaNueva,14.526, -90.5875
amatitlan,14.4774, -90.6349
villaCanales,14.4816, -90.5315
santaCatarinaPinula,14.5725, -90.5005
carreteraElSalvador,14.566, -90.48
santaLuciaMilpasAltas,14.5761, -90.6769
sanBartolomeMilpasAltas,14.6053, -90.675
sanMiguelPetapa,14.5042, -90.5645
bocaDelMonte,14.5417, -90.5129
barcenas,14.521, -90.588

# Aristas
# from,to,[]
18,5,[1.26,8.66,2.64,2.91,8.18,4.06,8.92,7.31,3.49,1.09,9.53,1.77,7.48,5.4,7.82,7.22,6.81,5.42,8.14,1.84,2.99,7.23,3.76]
4,1,[6.23,5.26,5.78,4.83,7.71,3.98,7.33,3.44,3.26,2.09,2.73,2.08,5.82,7.86,2.67,2.95,5.36,7.52,9.79,5.72,3.55,1.9,2.75]
1,14,[3.05,2.61,1.13,5.81,3.47,9.77,5.98,7.28,2.14,8.82,5.42,8.85,6.17,5.22,4.96,2.66,1.46,9.47,5.3,8.4,4.61,1.67,6.67]
20,19,[1.48,2.34,6.07,3.73,9.95,2.07,7.88,6.46,8.12,3.03,5.7,5.05,4.98,8.74,9.91,3.75,6.59,6.49,7.66,9.53,2.87,2.9,6.94]
8,9,[2.41,2.56,1.68,1.02,5.05,6.34,3.62,3.08,7.36,7.33,5.09,7.19,9.32,8.09,6.63,6.95,9.4,4.83,5.9,6.83,9.18,8.44,1.64]
7,13,[2.49,3.77,7.74,6.12,3.6,2.12,7.2,7.3,9.48,5.5,5.44,1.72,1.36,4.89,3.9,3.25,1.82,9.66,8.52,6.18,9.56,10.0,7.05]
7,1,[3.43,1.36,7.81,5.23,6.86,9.24,2.63,6.27,6.71,5.43,1.82,4.13,4.0,7.03,8.72,3.97,7.24,3.59,9.51,8.32,5.95,5.09,3.83]
4,16,[3.91,9.73,4.64,5.63,9.89,6.92,5.88,4.72,2.69,4.26,7.81,6.63,7.84,2.83,5.94,9.35,4.94,7.28,2.09,9.76,6.48,3.15,2.43]
20,17,[5.96,5.97,1.84,9.93,9.22,5.15,2.06,8.49,5.49,7.45,5.58,3.46,8.51,9.82,3.19,5.96,4.45,9.3,5.57,8.91,8.78,3.49,8.11]
3,16,[4.73,9.41,5.57,8.38,3.55,3.69,6.28,9.99,5.41,2.34,5.85,4.11,5.97,5.89,5.1,3.9,2.7,7.28,6.15,3.1,7.98,1.39,7.7]
19,5,[7.35,8.3,4.47,6.97,8.39,9.83,5.46,1.33,5.52,6.31,8.83,8.87,4.96,5.73,5.11,7.5,4.69,6.89,2.39,5.23,9.72,4.05,7.23]
15,14,[6.85,8.67,8.67,8.73,4.42,3.85,7.47,7.83,8.85,1.32,1.62,6.68,9.29,9.98,7.72,4.91,1.89,6.7,8.85,4.99,7.25,9.13,1.41]
3,8,[8.17,3.64,4.37,2.31,5.78,6.09,8.13,2.53,1.71,8.84,6.58,3.17,9.22,2.29,5.15,3.29,3.3,1.08,8.24,9.11,7.1,2.42,4.98]
16,19,[4.11,6.29,6.75,4.82,3.25,8.61,2.79,4.46,5.35,3.13,6.15,6.17,9.93,3.66,9.8,6.92,3.47,6.09,7.17,7.7,1.44,6.46,5.47]
