# Nodos
# label,Lat,Lon
torreTigo,14.573993513848198, -90.48159396635145
guatemala,14.6123, -90.5353
zona10,14.6186, -90.5249
zona12,14.5839, -90.4973
mixco,14.6228, -90.557
zona11,14.6365, -90.5111
sanLucas,14.6548, -90.5923
ciudadVieja,14.5648, -90.7392
antigua,14.5656, -90.7336
campusUMGAntigua,14.576024368980857, -90.73642566933039
villaNueva,14.526, -90.5875
amatitlan,14.4774, -90.6349
villaCanales,14.4816, -90.5315
santaCatarinaPinula,14.5725, -90.5005
carreteraElSalvador,14.566, -90.48
santaLuciaMilpasAltas,14.5761, -90.6769
sanBartolomeMilpasAltas,14.6053, -90.675
sanMiguelPetapa,14.5042, -90.5645
bocaDelMonte,14.5417, -90.5129
barcenas,14.521, -90.588

# Aristas
# from,to,[]
1,3,[1.82,3.82,6.9,7.26,8.12,2.63,5.16,4.41,3.03,1.97,7.36,2.91,7.17,5.71,9.3,1.29,8.4,7.34,4.85,8.12,2.6,2.27,3.37]
1,4,[4.97,5.19,2.33,7.51,3.76,6.79,5.24,1.78,5.01,3.39,7.14,1.44,3.0,5.62,5.74,3.03,9.3,5.5,3.63,1.29,6.41,7.08,5.0]
3,2,[9.18,3.11,4.6,6.46,5.64,6.75,4.44,9.12,9.24,5.76,1.28,6.12,8.57,8.76,8.72,4.38,6.72,5.04,7.55,7.42,1.39,3.96,2.68]
4,2,[8.34,3.74,9.86,3.5,5.25,9.98,2.71,3.07,9.99,2.07,8.24,3.64,3.35,9.32,5.55,8.39,3.44,5.19,1.87,5.05,1.83,4.52,8.52]
2,5,[2.4,8.69,4.47,7.99,3.16,2.12,2.64,5.86,1.75,6.38,9.77,4.71,7.63,3.09,4.12,6.68,3.34,3.4,6.16,9.38,1.34,5.61,8.2]
2,6,[6.8,8.3,7.2,8.28,6.31,3.26,1.06,1.9,9.7,1.94,9.89,1.51,4.64,9.39,7.66,8.36,2.38,5.93,2.57,6.7,8.2,5.25,3.68]
2,14,[4.03,2.17,9.69,4.42,9.26,9.29,9.3,1.94,5.46,9.12,8.31,1.34,5.35,8.66,5.57,4.62,1.21,8.65,3.01,7.88,2.52,6.17,4.72]
2,13,[5.83,9.27,3.5,9.7,9.91,4.87,4.74,9.65,2.35,8.46,9.51,5.76,9.24,9.69,4.64,8.41,7.13,4.18,3.92,9.82,8.05,9.39,7.1]
13,11,[6.94,3.76,7.54,7.85,9.82,9.95,1.83,8.76,4.72,5.38,9.62,6.18,5.2,4.27,3.32,6.53,7.75,4.21,9.82,2.99,5.67,7.07,1.86]
11,12,[2.8,2.83,9.05,7.51,6.92,1.55,2.71,1.92,1.78,2.75,6.04,1.67,5.11,7.44,1.61,2.48,6.95,7.91,4.81,7.4,8.61,6.43,1.35]
6,7,[3.47,9.4,4.96,4.12,7.24,2.81,8.5,9.06,5.43,6.18,6.12,8.29,1.77,5.62,2.07,8.17,8.76,6.27,5.68,6.62,1.06,8.65,2.48]
7,16,[9.21,6.76,8.57,9.78,6.35,1.17,7.46,4.98,7.61,9.57,5.11,3.16,1.64,1.79,8.43,7.58,4.94,3.5,9.65,9.3,4.98,8.86,3.73]
16,17,[1.55,4.84,2.31,6.65,2.99,1.72,6.95,2.84,7.1,5.4,5.74,1.0,6.27,4.89,1.42,1.99,4.81,2.19,3.27,8.38,7.27,9.52,3.25]
17,8,[4.35,2.54,6.25,7.26,3.1,8.29,2.79,6.17,8.68,3.79,4.42,8.07,5.16,3.64,1.59,6.15,4.61,3.87,4.27,6.45,5.99,2.08,7.03]
8,9,[6.75,7.04,2.84,6.81,1.7,4.3,1.81,6.76,7.37,2.72,5.54,4.34,7.03,8.5,8.9,2.95,9.26,9.47,3.63,7.02,7.16,3.25,9.54]
9,10,[7.8,4.05,7.32,4.53,6.07,4.26,2.63,4.06,1.41,1.94,5.71,5.22,8.48,4.36,6.32,1.41,6.06,8.74,1.59,3.45,7.78,8.26,4.95]
14,15,[3.33,2.93,2.88,5.67,2.25,1.88,1.28,9.18,5.6,3.97,8.12,4.9,3.99,1.88,5.99,6.88,4.95,5.58,2.59,7.84,4.65,7.77,4.7]
15,7,[2.9,4.71,2.44,7.5,5.79,6.25,1.48,8.43,9.51,5.19,8.18,8.55,8.75,7.12,8.97,2.16,8.86,9.72,7.16,1.21,4.23,8.28,1.76]
13,18,[6.38,6.24,5.41,7.14,4.96,8.98,1.77,4.84,4.91,9.77,1.83,4.11,4.46,5.13,1.22,4.83,1.96,8.86,2.15,6.66,8.8,8.68,6.83]
18,19,[2.14,2.64,1.34,2.47,5.41,5.66,9.08,8.04,8.6,8.28,3.28,4.71,7.19,8.86,5.49,6.49,2.99,1.41,4.16,8.16,3.15,8.63,4.53]
19,6,[6.16,9.82,8.64,8.56,4.4,3.24,8.66,4.15,3.49,7.98,3.88,8.84,5.27,6.72,2.68,9.88,5.87,3.5,4.93,4.79,7.14,4.49,7.66]
12,20,[2.92,7.23,9.75,1.54,2.93,3.98,1.99,7.92,1.21,7.21,4.47,3.54,2.66,7.64,6.63,1.4,2.27,6.07,8.15,1.69,6.39,1.04,5.99]
20,11,[2.9,9.07,6.4,5.87,3.97,8.63,6.65,5.44,1.37,6.59,5.46,8.76,8.8,1.19,7.89,1.15,4.43,8.6,7.67,4.78,4.26,6.63,7.38]
